symbol,name,reported_date,reported_period,eps_estimate,revenue,market_cap,dividend,earning,basic_eps,net_income,fy_revenue,shares,beta,employees,change,emp_revenue,emp_income,sector,industry,ceo,website,headquater,founded,figi
SSTI,"SoundThinking, Inc.",—,,—,—,‪212.15 M‬ USD,—,—,−0.61 USD,‪−9.18 M‬ USD,‪102.03 M‬ USD,‪9.17 M‬,1.10,316,,‪322.88 K‬ USD,‪−29.05 K‬ USD,Technology Services,Packaged Software,Ralph A. Clark,soundthinking.com,Fremont,1996,BBG000Q1PX08
SSTK,"Shutterstock, Inc.","≈
July 29",Q2 2025,0.56 USD,‪248.27 M‬ USD,‪669.47 M‬ USD,7.43%,16.36,1.10 USD,‪35.93 M‬ USD,‪935.26 M‬ USD,‪23.94 M‬,0.81,‪1.72 K‬,,‪545.34 K‬ USD,‪20.95 K‬ USD,Technology Services,Internet Software/Services,Paul J. Hennessy,shutterstock.com,New York,2003,BBG002ZCK2V9
SSY,"SunLink Health Systems, Inc.",‪7.01 M‬ USD,,—,−0.5481 USD,Industry,,,,,,,,Revenue to profit conversion,,,,,,,,,,
SSYS,"Stratasys, Ltd.",—,,—,—,‪895.88 M‬ USD,—,—,−1.51 USD,‪−120.28 M‬ USD,‪573.75 M‬ USD,‪53.29 M‬,1.04,‪1.78 K‬,−201 −10.15%,‪322.51 K‬ USD,‪−67.61 K‬ USD,Electronic Technology,Computer Peripherals,Yoav Zeif,stratasys.com,Eden Prairie,1998,IL0011267213
ST,Sensata Technologies Holding plc,—,,—,—,‪4.06 B‬ USD,1.73%,33.09,0.82 USD,‪128.48 M‬ USD,‪3.94 B‬ USD,‪144.54 M‬,1.58,‪21.7 K‬,−300 −1.36%,‪181.34 K‬ USD,‪5.92 K‬ USD,Electronic Technology,Electronic Equipment/Instruments,Stephan von Schuckmann,sensata.com,Attleboro,1916,GB00BFMBMT84
STAA,STAAR Surgical Company,—,,—,—,‪850.36 M‬ USD,—,—,−1.44 USD,‪−20.21 M‬ USD,‪313.90 M‬ USD,‪49.16 M‬,0.68,‪1.21 K‬,,‪259.21 K‬ USD,‪−16.69 K‬ USD,Health Technology,Medical Specialties,Stephen C. Farrell,staar.com,Lake Forest,1982,BBG000C4QB95
STAI,ScanTech AI Systems Inc.,‪19.95 M‬ USD,,—,—,Industry,,,,,,,,Revenue to profit conversion,,,,,,,,,,
STAK,STAK Inc.,—,,—,—,Industry,,,,,,,,,,,,,,,,,,
STBA,"S&T Bancorp, Inc.","≈
July 17",Q2 2025,0.80 USD,‪99.30 M‬ USD,‪1.45 B‬ USD,3.64%,10.78,3.49 USD,‪131.25 M‬ USD,‪564.80 M‬ USD,‪37.72 M‬,0.72,‪1.21 K‬,−38 −3.05%,‪468.33 K‬ USD,‪108.83 K‬ USD,Finance,Regional Banks,Christopher J. McComish,stbancorp.com,Indiana,1983,BBG000CKB2S4
STC,Stewart Information Services Corporation,—,,1.28 USD,—,‪1.73 B‬ USD,3.01%,25.54,2.65 USD,‪73.31 M‬ USD,‪2.49 B‬ USD,‪27.33 M‬,0.60,‪7 K‬,,‪355.77 K‬ USD,‪10.47 K‬ USD,Finance,Specialty Insurance,Frederick H. Eppinger,stewart.com,Houston,1893,BBG000D6YCQ9
STE,STERIS plc (Ireland),—,,2.26 USD,‪1.36 B‬ USD,‪23.84 B‬ USD,0.94%,39.12,6.24 USD,‪614.64 M‬ USD,‪5.46 B‬ USD,‪97.99 M‬,0.29,‪17.79 K‬,−392 −2.16%,‪306.94 K‬ USD,‪34.30 K‬ USD,Health Technology,Medical Specialties,Daniel A. Carestio,steris.com,Dublin,2016,IE00BFY8C754
STEL,"Stellar Bancorp, Inc.",—,,0.45 USD,—,‪1.43 B‬ USD,2.04%,12.66,2.17 USD,‪115.00 M‬ USD,‪625.45 M‬ USD,‪46.34 M‬,0.80,‪1.02 K‬,,‪611.38 K‬ USD,‪112.42 K‬ USD,Finance,Major Banks,Robert R. Franklin,ir.stellarbancorpinc.com,Houston,2007,BBG00HZ69KP9
STEM,"Stem, Inc.",—,,−0.14 USD,‪32.00 M‬ USD,‪105.16 M‬ USD,—,—,−4.9692 USD,‪−854.01 M‬ USD,‪144.58 M‬ USD,‪153.74 M‬,1.90,569,−55 −8.81%,‪254.10 K‬ USD,‪−1.50 M‬ USD,Producer Manufacturing,Electrical Products,Arun Narayanan,stem.com,San Francisco,2009,BBG00XP8NQN4
STEP,StepStone Group Inc.,—,,—,—,‪6.66 B‬ USD,1.65%,—,−2.39 USD,‪58.09 M‬ USD,‪710.60 M‬ USD,‪66.81 M‬,1.47,‪1.13 K‬,,‪1.04 M‬ USD,‪−158.91 K‬ USD,Finance,Investment Managers,Scott William Hart,stepstonegroup.com,New York,2007,BBG00WXXV032
STFS,Star Fashion Culture Holdings Limited,‪14.58 M‬ USD,,169.01,0.01 USD,17,−5 −22.73%,‪885.64 K‬ USD,‪91.24 K‬ USD,,,,,Industry,−5 −22.73%,,,,,"H1 '23
H2 '23
H1 '24
H2 '24
H1 '25",,,,
STGW,Stagwell Inc.,—,,—,—,‪1.22 B‬ USD,—,880.39,0.01 USD,‪2.26 M‬ USD,‪2.84 B‬ USD,‪113.07 M‬,1.43,Industry,,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
STHO,Star Holdings - Shares of Beneficial Interest,‪104.29 M‬ USD,,—,−3.41 USD,Industry,,,,,,,,Revenue to profit conversion,,,,,,,,,,
STI,"Solidion Technology, Inc.",‪9.48 M‬ USD,,0.55,7.54 USD,28,−7 −20.00%,0.00 USD,‪−926.04 K‬ USD,,,,,Industry,−7 −20.00%,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
STIM,"Neuronetics, Inc.",—,,—,—,‪244.85 M‬ USD,—,—,−1.31 USD,‪−43.71 M‬ USD,‪74.89 M‬ USD,‪36.60 M‬,1.08,716,,‪104.59 K‬ USD,‪−61.04 K‬ USD,Health Technology,Medical Specialties,Keith J. Sullivan,neurostar.com,Malvern,1998,BBG000QX36J1
STKS,"The ONE Group Hospitality, Inc.","≈
August 12",Q2 2025,0.09 USD,‪207.95 M‬ USD,‪117.43 M‬ USD,—,—,−1.27 USD,‪−15.82 M‬ USD,‪673.34 M‬ USD,‪24.53 M‬,1.30,‪10.8 K‬,,‪62.35 K‬ USD,‪−1.47 K‬ USD,Consumer Services,Restaurants,Emanuel P. N. Hilario,togrp.com,Denver,2004,BBG001QJ1RL3
STLD,"Steel Dynamics, Inc.","≈
July 16",Q2 2025,2.72 USD,‪4.84 B‬ USD,‪19.86 B‬ USD,1.50%,17.65,7.60 USD,‪1.54 B‬ USD,‪17.54 B‬ USD,‪139.00 M‬,1.33,‪13 K‬,,‪1.35 M‬ USD,‪118.24 K‬ USD,Non-Energy Minerals,Steel,Mark D. Millett,steeldynamics.com,Fort Wayne,1993,BBG000HGYNZ9
STNE,StoneCo Ltd.,"≈
August 13",Q2 2025,0.36 USD,‪684.23 M‬ USD,‪3.77 B‬ USD,—,—,−0.76 USD,‪−281.07 M‬ USD,‪939.16 M‬ USD,‪248.88 M‬,1.03,‪16.79 K‬,−298 −1.74%,‪55.93 K‬ USD,‪−16.74 K‬ USD,Commercial Services,Miscellaneous Commercial Services,Pedro Zinner,stone.co,Camana Bay,2000,BBG00M4ZQDK0
STNG,Scorpio Tankers Inc.,—,,1.20 USD,‪222.25 M‬ USD,‪2.03 B‬ USD,4.03%,3.04,13.63 USD,‪668.77 M‬ USD,‪1.24 B‬ USD,‪44.27 M‬,0.74,24,,‪51.83 M‬ USD,‪27.87 M‬ USD,Transportation,Marine Shipping,Emanuele A. Lauro,scorpiotankers.com,Monaco,2009,BBG000Q1TVZ0
STOK,"Stoke Therapeutics, Inc.",—,Q2 2025,−0.47 USD,‪9.97 M‬ USD,‪620.22 M‬ USD,—,14.15,0.84 USD,‪−88.98 M‬ USD,‪36.55 M‬ USD,‪42.20 M‬,1.82,128,,‪285.59 K‬ USD,‪−695.16 K‬ USD,Health Technology,Biotechnology,Ian Frederick Smith,stoketherapeutics.com,Bedford,2014,BBG00JPCBPG9
STR,Sitio Royalties Corp.,—,,—,—,‪3.00 B‬ USD,6.72%,38.32,0.52 USD,‪40.95 M‬ USD,‪624.41 M‬ USD,‪39.84 M‬,1.03,72,,‪8.67 M‬ USD,‪568.69 K‬ USD,Miscellaneous,Investment Trusts/Mutual Funds,Christopher L. Conoscenti,sitio.com,Denver,2016,BBG01C36Y855
STRA,"Strategic Education, Inc.",—,,1.43 USD,—,‪2.00 B‬ USD,2.81%,18.31,4.82 USD,‪112.68 M‬ USD,‪1.22 B‬ USD,‪23.24 M‬,0.75,‪3.8 K‬,,‪320.95 K‬ USD,‪29.65 K‬ USD,Consumer Services,Other Consumer Services,Karl McDonnell,strategiceducation.com,Herndon,1892,BBG000GRZDV1
STRL,"Sterling Infrastructure, Inc.",—,,2.25 USD,—,‪6.03 B‬ USD,—,24.08,8.65 USD,‪257.46 M‬ USD,‪2.12 B‬ USD,‪29.32 M‬,2.45,‪3 K‬,,‪705.25 K‬ USD,‪85.82 K‬ USD,Industrial Services,Engineering & Construction,Joseph A. Cutillo,strlco.com,The Woodlands,1955,BBG000JD6TN5
STRM,"Streamline Health Solutions, Inc.",—,,−0.45 USD,—,‪22.41 M‬ USD,—,—,−2.52 USD,‪−10.16 M‬ USD,‪17.90 M‬ USD,‪3.41 M‬,2.35,70,−7 −9.09%,‪255.73 K‬ USD,‪−145.13 K‬ USD,Technology Services,Information Technology Services,Benjamin L. Stilwill,streamlinehealth.net,Alpharetta,1989,BBG000G84WL6
STRO,"Sutro Biopharma, Inc.","≈
August 7",Q2 2025,−0.42 USD,‪14.13 M‬ USD,‪70.91 M‬ USD,—,—,−2.9778 USD,‪−227.46 M‬ USD,‪62.04 M‬ USD,‪78.04 M‬,4.23,338,,‪183.56 K‬ USD,‪−672.96 K‬ USD,Health Technology,Pharmaceuticals: Major,Jane Chung,sutrobio.com,South San Francisco,2003,BBG000R4V3P3
STRR,"Star Equity Holdings, Inc.",—,,−0.60 USD,—,‪6.74 M‬ USD,—,—,−3.58 USD,‪−10.44 M‬ USD,‪53.36 M‬ USD,‪1.97 M‬,0.65,194,,‪275.05 K‬ USD,‪−53.80 K‬ USD,Health Technology,Medical Specialties,Richard Kenneth Coleman,starequity.com,Old Greenwich,1997,BBG000BVZVL8
STRS,Stratus Properties Inc.,‪150.39 M‬ USD,,—,−0.68 USD,34,+1 +3.03%,‪1.59 M‬ USD,‪57.53 K‬ USD,,,,,Industry,,,,,,"2021
2022",,,,
STRT,STRATTEC SECURITY CORPORATION,—,,1.07 USD,—,‪243.21 M‬ USD,—,11.12,5.00 USD,‪16.31 M‬ USD,‪537.77 M‬ USD,‪3.80 M‬,1.45,‪3.37 K‬,,‪159.81 K‬ USD,‪4.85 K‬ USD,Producer Manufacturing,Auto Parts: OEM,Jennifer L. Slater,strattec.com,Milwaukee,1995,BBG000BZY3G8
STRZ,Starz Entertainment Corp.,—,,—,—,‪1.57 B‬ USD,—,—,−1.19 USD,‪−1.10 B‬ USD,‪4.02 B‬ USD,‪67.23 M‬,−2.96,‪1.72 K‬,,‪2.34 M‬ USD,‪−642.34 K‬ USD,Consumer Services,Movies/Entertainment,Jeffrey A. Hirsch,starz.com,Santa Monica,1987,BBG01TTP9H38
STSS,Sharps Technology Inc.,—,,—,—,‪5.97 M‬ USD,—,—,"−1,647.57 USD",‪−9.30 M‬ USD,0.00 USD,‪1.02 M‬,1.17,55,−2 −3.51%,0.00 USD,‪−169.02 K‬ USD,Health Technology,Medical Specialties,Robert M. Hayes,sharpstechnology.com,Melville,2017,BBG016P8XW30
STT,State Street Corporation,—,,2.40 USD,—,‪28.28 B‬ USD,3.08%,11.08,9.04 USD,‪2.69 B‬ USD,‪21.19 B‬ USD,‪283.49 M‬,1.02,‪52.63 K‬,,‪402.61 K‬ USD,‪51.02 K‬ USD,Finance,Investment Banks/Brokers,Ronald Philip O'Hanley,statestreet.com,Boston,1792,BBG000BKFBD7
STTK,"Shattuck Labs, Inc.",—,,—,0.00 USD,‪55.57 M‬ USD,—,—,−1.39 USD,‪−75.41 M‬ USD,‪5.72 M‬ USD,‪40.85 M‬,2.45,44,−31 −41.33%,‪130.02 K‬ USD,‪−1.71 M‬ USD,Health Technology,Biotechnology,Taylor H. Schreiber,shattucklabs.com,Austin,2016,BBG00V776CQ7
STVN,Stevanato Group S.p.A.,—,,—,—,‪6.37 B‬ USD,0.26%,47.33,0.49 USD,‪127.40 M‬ USD,‪1.19 B‬ USD,‪49.60 M‬,0.54,Industry,,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
STX,Seagate Technology Holdings PLC,—,,—,—,‪27.16 B‬ USD,2.21%,18.35,7.08 USD,‪335.00 M‬ USD,‪6.55 B‬ USD,‪211.10 M‬,1.93,‪30 K‬,‪−3.4 K‬ −10.18%,‪218.37 K‬ USD,‪11.17 K‬ USD,Electronic Technology,Computer Peripherals,William David Mosley,seagate.com,Fremont,1978,IE00BKVD2N49
STXS,"Stereotaxis, Inc.",—,,−0.07 USD,—,‪203.82 M‬ USD,—,—,−0.31 USD,‪−24.05 M‬ USD,‪26.92 M‬ USD,‪70.55 M‬,0.55,139,,‪193.65 K‬ USD,‪−172.99 K‬ USD,Health Technology,Medical Specialties,David Leo Fischel,stereotaxis.com,St. Louis,1990,BBG000PSJBC2
STZ,"Constellation Brands, Inc.",—,,—,—,‪30.28 B‬ USD,2.37%,—,−0.48 USD,‪−81.40 M‬ USD,‪10.21 B‬ USD,‪155.21 M‬,0.43,‪10.6 K‬,,‪963.01 K‬ USD,‪−7.68 K‬ USD,Consumer Non-Durables,Beverages: Alcoholic,William A. Newlands,cbrands.com,Rochester,1945,BBG000J1QLT0
SUGP,SU Group Holdings Limited,‪10.94 M‬ USD,,7.3462,0.1089 USD,444,+39 +9.63%,‪52.51 K‬ USD,‪3.07 K‬ USD,,,,,Industry,,,,,,"H1 '24
H2 '24",,,,
SUN,Sunoco LP,—,,1.23 USD,—,‪8.14 B‬ USD,6.84%,9.43,5.60 USD,‪716.00 M‬ USD,‪22.69 B‬ USD,‪105.78 M‬,0.70,‪3.3 K‬,,‪6.88 M‬ USD,‪217.10 K‬ USD,Distribution Services,Wholesale Distributors,Joseph Kim,sunocolp.com,Dallas,1886,BBG00358K8S0
SUNE,"SUNation Energy, Inc.",—,,—,—,‪6.06 M‬ USD,—,—,"−14,250.34 USD",‪−15.85 M‬ USD,‪56.86 M‬ USD,‪3.03 M‬,−1.45,189,−12 −5.97%,‪300.86 K‬ USD,‪−83.86 K‬ USD,Industrial Services,Engineering & Construction,Scott Maskin,sunation.com,Ronkonkoma,1969,BBG000FYLYF4
SUP,"Superior Industries International, Inc.",—,,0.11 USD,—,‪12.95 M‬ USD,—,—,−3.6570 USD,‪−78.20 M‬ USD,‪1.27 B‬ USD,‪21.21 M‬,−0.17,‪6.5 K‬,−100 −1.52%,‪194.98 K‬ USD,‪−12.03 K‬ USD,Producer Manufacturing,Auto Parts: OEM,Majdi B. Abulaban,supind.com,Southfield,1957,BBG000BTNS79
SUPN,"Supernus Pharmaceuticals, Inc.",—,,—,—,‪1.86 B‬ USD,—,30.12,1.12 USD,‪73.86 M‬ USD,‪661.82 M‬ USD,‪52.98 M‬,0.50,674,,‪981.92 K‬ USD,‪109.59 K‬ USD,Health Technology,Pharmaceuticals: Major,Jack A. Khattar,supernus.com,Rockville,2005,BBG000BP0HX7
SUPX,Super X AI Technology Limited,‪128.99 M‬ USD,,—,—,24,+6 +33.33%,‪120.97 K‬ USD,‪−35.62 K‬ USD,,,,,Industry,,,,,,"2020
2021
2022
2023
2024",,,,
SURG,"SurgePays, Inc.","≈
August 20",Q2 2025,−0.18 USD,‪18.64 M‬ USD,‪56.74 M‬ USD,—,—,−2.75 USD,‪−45.73 M‬ USD,‪60.88 M‬ USD,‪13.97 M‬,−0.40,Industry,,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
SVCC,Stellar V Capital Corp.,‪159.21 M‬ USD,,—,—,3,0.00 USD,‪−52.52 K‬ USD,,,,,,Industry,,,,,,"Q3 '24
Q4 '24
Q1 '25",,,,
SVCO,"Silvaco Group, Inc.",—,,—,—,‪145.17 M‬ USD,—,—,−2.21 USD,‪−39.40 M‬ USD,‪59.68 M‬ USD,‪7.02 M‬,1.85,279,,‪213.91 K‬ USD,‪−141.23 K‬ USD,Technology Services,Packaged Software,Babak Alizadeh Taheri,silvaco.com,Santa Clara,2009,BBG01MF5HF91
SVII,Spring Valley Acquisition Corp. II,‪116.09 M‬ USD,,61.04,0.19 USD,2,0,0.00 USD,‪3.41 M‬ USD,,,,,Industry,,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
SVRA,"Savara, Inc.","≈
August 7",Q2 2025,−0.12 USD,0.00 USD,‪402.71 M‬ USD,—,—,−0.49 USD,‪−95.88 M‬ USD,0.00 USD,‪78.21 M‬,1.07,59,,0.00 USD,‪−1.63 M‬ USD,Health Technology,Pharmaceuticals: Major,Matthew Pauls,savarapharma.com,Langhorne,1995,BBG000MS0823
SVT,"Servotronics, Inc.",‪119.54 M‬ USD,,—,−0.43 USD,262,0,‪171.44 K‬ USD,‪−5.77 K‬ USD,,,,,Industry,,,,,,"Q1 '24
Q2 '24
Q3 '24
Q4 '24
Q1 '25",,,,
SVV,"Savers Value Village, Inc.",—,,—,—,‪1.67 B‬ USD,—,70.20,0.15 USD,‪29.03 M‬ USD,‪1.54 B‬ USD,‪38.60 M‬,0.65,‪22.7 K‬,,‪67.74 K‬ USD,‪1.28 K‬ USD,Retail Trade,Specialty Stores,Mark T. Walsh,savers.com,Bellevue,1954,BBG01F5T0KZ3
SW,Smurfit WestRock plc,—,,0.62 USD,—,‪22.80 B‬ USD,3.14%,36.01,1.23 USD,‪319.00 M‬ USD,‪21.11 B‬ USD,‪510.64 M‬,1.01,‪100 K‬,,‪211.09 K‬ USD,‪3.19 K‬ USD,Process Industries,Containers/Packaging,Anthony Paul James Smurfit,smurfitwestrock.com,Dublin,2017,IE00028FXN24
SWAG,"Stran & Company, Inc.",—,,—,—,‪25.87 M‬ USD,—,—,−0.22 USD,‪−4.14 M‬ USD,‪82.65 M‬ USD,‪8.97 M‬,1.14,171,,‪483.36 K‬ USD,‪−24.21 K‬ USD,Commercial Services,Advertising/Marketing Services,Andrew Shape,stran.com,Quincy,1994,BBG0019ZS5F2
SWBI,"Smith & Wesson Brands, Inc.",June 19,Q4 2024,0.23 USD,‪152.41 M‬ USD,‪464.23 M‬ USD,5.05%,15.04,0.66 USD,‪39.61 M‬ USD,‪535.83 M‬ USD,‪42.86 M‬,0.50,‪1.51 K‬,−181 −10.71%,‪355.09 K‬ USD,‪26.25 K‬ USD,Electronic Technology,Aerospace & Defense,Mark P. Smith,smith-wesson.com,Maryville,1852,BBG000BM0QL7
SWIM,"Latham Group, Inc.",—,,—,—,‪683.08 M‬ USD,—,—,−0.14 USD,‪−17.86 M‬ USD,‪508.52 M‬ USD,‪41.53 M‬,0.85,‪1.82 K‬,,‪279.87 K‬ USD,‪−9.83 K‬ USD,Producer Manufacturing,Miscellaneous Manufacturing,Scott M. Rajeski,lathampool.com,Latham,2018,BBG00ZVXLHH6
SWIN,Solowin Holdings,"≈
December 3",H1 2025,−0.19 USD,‪1.90 M‬ USD,‪85.18 M‬ USD,—,—,−0.06 USD,‪−582.27 K‬ USD,‪548.41 K‬ USD,‪12.32 M‬,1.02,25,,‪21.94 K‬ USD,‪−23.29 K‬ USD,Finance,Investment Banks/Brokers,Shing Tak Tam,,2021,BBG01GHMCKZ0,
SWK,"Stanley Black & Decker, Inc.",—,,0.42 USD,—,‪10.70 B‬ USD,4.96%,28.55,2.37 USD,‪286.30 M‬ USD,‪15.37 B‬ USD,‪154.19 M‬,1.15,‪48.5 K‬,‪−2 K‬ −3.96%,‪316.82 K‬ USD,‪5.90 K‬ USD,Consumer Durables,Tools & Hardware,Donald Allan,stanleyblackanddecker.com,New Britain,1843,BBG000BTQR96
SWKH,SWK Holdings Corporation,—,,0.18 USD,—,‪179.14 M‬ USD,8.78%,9.69,1.49 USD,‪13.49 M‬ USD,‪46.23 M‬ USD,‪11.55 M‬,0.02,24,,‪1.93 M‬ USD,‪562.00 K‬ USD,Finance,Finance/Rental/Leasing,Joe David Staggs,swkhold.com,Dallas,1996,BBG000BTX131
SWKS,"Skyworks Solutions, Inc.",—,,—,—,‪10.98 B‬ USD,3.83%,27.96,2.58 USD,‪596.00 M‬ USD,‪4.18 B‬ USD,‪149.49 M‬,1.45,‪10.1 K‬,,‪413.66 K‬ USD,‪59.01 K‬ USD,Electronic Technology,Semiconductors,Philip G. Brace,skyworksinc.com,Irvine,1962,BBG000KLB4Q1
SWTX,"SpringWorks Therapeutics, Inc.",—,,−0.80 USD,—,‪3.52 B‬ USD,—,—,−3.41 USD,‪−258.13 M‬ USD,‪191.59 M‬ USD,‪72.94 M‬,1.00,368,,‪520.62 K‬ USD,‪−701.44 K‬ USD,Health Technology,Biotechnology,Saqib Islam,springworkstx.com,Stamford,2017,BBG00Q011TW9
SWVL,Swvl Holdings Corp,—,,—,—,‪47.27 M‬ USD,—,—,−1.25 USD,‪−11.46 M‬ USD,‪17.21 M‬ USD,‪6.21 M‬,−0.10,284,−28 −8.97%,‪60.59 K‬ USD,‪−39.20 K‬ USD,Transportation,Other Transportation,Mostafa Eissa Kandil,swvl.com,Dubai,2017,BBG011YWWTL6
SWX,"Southwest Gas Holdings, Inc.",—,,0.44 USD,—,‪5.20 B‬ USD,3.48%,22.85,3.13 USD,‪198.81 M‬ USD,‪5.11 B‬ USD,‪63.90 M‬,0.39,‪11.12 K‬,‪−3.82 K‬ −25.57%,‪459.67 K‬ USD,‪17.88 K‬ USD,Utilities,Gas Distributors,Karen S. Haller,swgasholdings.com,Las Vegas,1931,BBG00FWP4JW4
SXC,"SunCoke Energy, Inc.",—,,0.17 USD,—,‪705.14 M‬ USD,5.75%,7.55,1.09 USD,‪95.90 M‬ USD,‪1.94 B‬ USD,‪83.83 M‬,1.08,868,−3 −0.34%,‪2.23 M‬ USD,‪110.48 K‬ USD,Energy Minerals,Coal,Katherine T. Gates,suncoke.com,Lisle,1960,BBG000R1YXQ9
SXI,Standex International Corporation,—,,2.10 USD,—,‪1.88 B‬ USD,0.82%,30.94,5.11 USD,‪73.07 M‬ USD,‪720.63 M‬ USD,‪11.85 M‬,1.29,‪3.7 K‬,−100 −2.63%,‪194.77 K‬ USD,‪19.89 K‬ USD,Electronic Technology,Electronic Equipment/Instruments,David Alan Dunbar,standex.com,Salem,1955,BBG000BTT5B8
SXT,Sensient Technologies Corporation,—,,—,—,‪4.09 B‬ USD,1.70%,32.02,3.04 USD,‪124.67 M‬ USD,‪1.56 B‬ USD,‪41.80 M‬,0.62,‪4.01 K‬,,‪387.95 K‬ USD,‪31.06 K‬ USD,Consumer Non-Durables,Food: Specialty/Candy,Paul Manning,sensient.com,Milwaukee,1882,BBG000J79P80
SXTC,"China SXT Pharmaceuticals, Inc.",‪54.92 M‬ USD,,0.09,21.81 USD,75,−3 −3.85%,‪25.71 K‬ USD,‪−41.31 K‬ USD,,,,,Industry,−3 −3.85%,,,,,"H1 '22
H2 '22
H1 '23
H2 '23
H1 '24",,,,
SXTP,"60 Degrees Pharmaceuticals, Inc.",—,,—,—,‪4.27 M‬ USD,—,—,−31.18 USD,‪−7.95 M‬ USD,‪681.35 K‬ USD,‪1.38 M‬,−0.39,3,,‪227.12 K‬ USD,‪−2.65 M‬ USD,Health Technology,Biotechnology,Geoffrey S. Dow,60degreespharma.com,Washington,2010,BBG00NXBJGQ4
SYBT,"Stock Yards Bancorp, Inc.",—,,1.05 USD,—,‪2.29 B‬ USD,1.62%,18.49,4.16 USD,‪114.54 M‬ USD,‪507.95 M‬ USD,‪26.94 M‬,1.05,‪1.08 K‬,,‪470.33 K‬ USD,‪106.05 K‬ USD,Finance,Regional Banks,James A. Hillebrand,syb.com,Louisville,1988,BBG000FLKSG5
SYBX,"Synlogic, Inc.",—,,−0.13 USD,0.00 USD,‪15.09 M‬ USD,—,10.79,0.12 USD,‪−23.36 M‬ USD,‪8.00 K‬ USD,‪7.37 M‬,0.58,1,−5 −83.33%,‪8.00 K‬ USD,‪−23.36 M‬ USD,Health Technology,Biotechnology,Mary Beth Dooley,synlogictx.com,Cambridge,2007,BBG000R33JD4
SYF,Synchrony Financial,—,,1.57 USD,—,‪23.13 B‬ USD,1.97%,8.13,7.37 USD,‪3.50 B‬ USD,‪20.76 B‬ USD,‪378.91 M‬,1.55,‪20 K‬,,‪1.04 M‬ USD,‪174.95 K‬ USD,Finance,Finance/Rental/Leasing,Brian D. Doubles,synchrony.com,Stamford,2003,BBG00658F3P3
SYK,Stryker Corporation,—,,3.07 USD,—,‪147.15 B‬ USD,0.88%,51.81,7.50 USD,‪2.99 B‬ USD,‪22.59 B‬ USD,‪357.49 M‬,0.57,‪53 K‬,,‪426.32 K‬ USD,‪56.47 K‬ USD,Health Technology,Medical Specialties,Kevin A. Lobo,stryker.com,Portage,1941,BBG000DN7P92
SYM,Symbotic Inc.,—,,,,"≈
August 4",Q3 2025,0.05 USD,‪535.77 M‬ USD,,,,,‪16.64 B‬ USD,,—,−0.07 USD,,,,,,,
SYNA,Synaptics Incorporated,—,Q4 2025,1.00 USD,‪280.12 M‬ USD,‪2.54 B‬ USD,—,15.81,4.18 USD,‪125.60 M‬ USD,‪959.40 M‬ USD,‪37.61 M‬,1.98,‪1.25 K‬,−643 −34.00%,‪768.75 K‬ USD,‪100.64 K‬ USD,Electronic Technology,Semiconductors,Rahul G. Patel,synaptics.com,San Jose,1986,BBG000BQV1S2
